"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_00488","Phenolic acid decarboxylase PadC","91061|Bacilli","padC","Phenolic acid decarboxylase","-","ko:K13727","-","PA_decarbox",NA,NA,NA,NA,NA
"HEBPGAIP_00489","hypothetical protein","91061|Bacilli","padR","Virulence activator alpha C-term","-","-","-","PadR,Vir_act_alpha_C",NA,NA,NA,NA,NA
"HEBPGAIP_00490","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_00491","3 beta-hydroxysteroid dehydrogenase/Delta 5--4-isomerase","91061|Bacilli","-","Male sterility protein","1.1.1.219","ko:K00091","-","Epimerase",NA,NA,NA,NA,NA
"HEBPGAIP_00492","Protein ElaA","91061|Bacilli","-","Gnat family","-","ko:K02348","-","Acetyltransf_10",NA,NA,NA,NA,NA
"HEBPGAIP_00493","hypothetical protein","91061|Bacilli","yybA","Transcriptional regulator","-","-","-","MarR",NA,NA,NA,NA,NA
"HEBPGAIP_00494","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00495","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00496","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00497","hypothetical protein","91061|Bacilli","-","Cadmium resistance transporter","-","-","-","Cad",NA,NA,NA,NA,NA
"HEBPGAIP_00498","hypothetical protein","91061|Bacilli","-","Helix-turn-helix diphteria tox regulatory element","-","ko:K03709","-","Fe_dep_repr_C,Fe_dep_repress",NA,NA,NA,NA,NA
"HEBPGAIP_00499","Putative universal stress protein","91061|Bacilli","usp1","Universal stress protein family","-","-","-","Usp",NA,NA,NA,NA,NA
"HEBPGAIP_00500","Divalent metal cation transporter MntH","91061|Bacilli","mntH","H( )-stimulated, divalent metal cation uptake system","-","ko:K03322","-","Nramp",NA,NA,NA,NA,NA
"HEBPGAIP_00501","hypothetical protein","91061|Bacilli","-","Leucine-rich repeat (LRR) protein","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00502","GMP reductase","91061|Bacilli","guaC","Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides","1.7.1.7","ko:K00364","-","IMPDH",NA,NA,NA,NA,NA
"HEBPGAIP_00503","Adenylosuccinate synthetase","91061|Bacilli","purA","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP","6.3.4.4","ko:K01939","-","Adenylsucc_synt",NA,NA,NA,NA,NA
"HEBPGAIP_00504","Adenylosuccinate lyase","91061|Bacilli","purB","Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily","4.3.2.2","ko:K01756","-","ADSL_C,Lyase_1",NA,NA,NA,NA,NA
"HEBPGAIP_00505","hypothetical protein","4751|Fungi","-","3-beta hydroxysteroid dehydrogenase/isomerase family","-","-","-","Epimerase",NA,NA,NA,NA,NA
"HEBPGAIP_00506","Succinate-semialdehyde dehydrogenase [NADP(+)] 1","91061|Bacilli","gabD","Belongs to the aldehyde dehydrogenase family","1.2.1.16,1.2.1.20,1.2.1.79","ko:K00135","-","Aldedh",NA,NA,NA,NA,NA
"HEBPGAIP_00507","hypothetical protein","91061|Bacilli","-","NmrA-like family","-","-","-","NAD_binding_10,NmrA",NA,NA,NA,NA,NA
"HEBPGAIP_00508","Fatty acid metabolism regulator protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_00509","2-succinyl-6-hydroxy-2","91061|Bacilli","-","Alpha beta","-","ko:K06889","-","DLH,FSH1,Hydrolase_4",NA,NA,NA,NA,NA
"HEBPGAIP_00510","hypothetical protein","91061|Bacilli","-","Tyrosine phosphatase family","3.1.3.48","ko:K01104","-","Y_phosphatase3",NA,NA,NA,NA,NA
"HEBPGAIP_00511","Monoterpene epsilon-lactone hydrolase","91061|Bacilli","-","Alpha beta","-","-","-","Abhydrolase_3",NA,NA,NA,NA,NA
"HEBPGAIP_00512","Pseudomonalisin","91061|Bacilli","-","Pro-kumamolisin, activation domain","-","-","-","Peptidase_S8,Pro-kuma_activ",NA,NA,NA,NA,NA
"HEBPGAIP_00513","hypothetical protein","91061|Bacilli","-","Membrane","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00514","Putative glutamine amidotransferase","91061|Bacilli","puuD","peptidase C26","-","ko:K07010","-","Peptidase_C26",NA,NA,NA,NA,NA
"HEBPGAIP_00515","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00516","Endonuclease III","91061|Bacilli","nth2","Base excision DNA repair protein, HhH-GPD family","-","ko:K07457","-","HhH-GPD",NA,NA,NA,NA,NA
"HEBPGAIP_00517","Glycerol kinase","91061|Bacilli","glpK","Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate","2.7.1.30","ko:K00864","-","FGGY_C,FGGY_N",NA,NA,NA,NA,NA
"HEBPGAIP_00518","hypothetical protein","91061|Bacilli","-","NlpC/P60 family","-","-","-","NLPC_P60,PG_binding_1,SLAP",NA,NA,NA,NA,NA
"HEBPGAIP_00519","hypothetical protein","91061|Bacilli","-","Peptidase_C39 like family","-","-","-","CW_binding_1,Peptidase_C39_2,SH3_8,SLAP",NA,NA,NA,NA,NA
"HEBPGAIP_00520","Thermostable beta-glucosidase B","91061|Bacilli","-","Fibronectin type III-like domain","3.2.1.21,3.2.1.52","ko:K01207,ko:K05349","GH3","Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C",NA,NA,NA,NA,NA
"HEBPGAIP_00521","HTH-type transcriptional activator RhaR","91061|Bacilli","-","AraC-like ligand binding domain","-","-","-","AraC_binding",NA,NA,NA,NA,NA
"HEBPGAIP_00522","Beta-galactosidase BgaA","91061|Bacilli","lacZ3","Beta-galactosidase trimerisation domain","3.2.1.23","ko:K01190,ko:K12308","-","Glyco_hydro_42,Glyco_hydro_42C,Glyco_hydro_42M",NA,NA,NA,NA,NA
"HEBPGAIP_00523","hypothetical protein","91061|Bacilli","-","MFS/sugar transport protein","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_00524","hypothetical protein","91061|Bacilli","srfJ1","Belongs to the glycosyl hydrolase 30 family","3.2.1.45","ko:K01201","GH30","Glyco_hydro_30,Glyco_hydro_30C",NA,NA,NA,NA,NA
"HEBPGAIP_00525","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","91061|Bacilli","pncA","Isochorismatase family","-","-","-","Isochorismatase",NA,NA,NA,NA,NA
"HEBPGAIP_00526","hypothetical protein","91061|Bacilli","-","Transcriptional regulator PadR-like family","-","ko:K10947","-","PadR",NA,NA,NA,NA,NA
"HEBPGAIP_00527","hypothetical protein","91061|Bacilli","-","Protein of unknown function (DUF1700)","-","-","-","DUF1700",NA,NA,NA,NA,NA
"HEBPGAIP_00528","hypothetical protein","91061|Bacilli","-","Putative adhesin","-","-","-","DUF4097",NA,NA,NA,NA,NA
"HEBPGAIP_00529","putative tRNA-dihydrouridine synthase","91061|Bacilli","dus","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines","-","-","-","Dus",NA,NA,NA,NA,NA
"HEBPGAIP_00530","Enoyl-[acyl-carrier-protein] reductase [NADH]","91061|Bacilli","fabV","NAD(P)H binding domain of trans-2-enoyl-CoA reductase","1.3.1.44,1.3.1.9","ko:K00209","-","Eno-Rase_FAD_bd,Eno-Rase_NADH_b,Enoyl_reductase",NA,NA,NA,NA,NA
"HEBPGAIP_00531","Flavodoxin","91061|Bacilli","-","Flavodoxin","-","-","-","Flavodoxin_1",NA,NA,NA,NA,NA
"HEBPGAIP_00532","hypothetical protein","91061|Bacilli","-","Acetyltransferase (GNAT) domain","-","-","-","Acetyltransf_1",NA,NA,NA,NA,NA
"HEBPGAIP_00533","putative transport protein YifK","91061|Bacilli","yifK","Amino acid permease","-","ko:K03293","-","AA_permease",NA,NA,NA,NA,NA
"HEBPGAIP_00534","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00535","hypothetical protein","91061|Bacilli","-","WxL domain surface cell wall-binding","-","-","-","WxL",NA,NA,NA,NA,NA
"HEBPGAIP_00536","hypothetical protein","91061|Bacilli","-","Leucine-rich repeat (LRR) protein","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00537","putative succinyl-diaminopimelate desuccinylase","91061|Bacilli","dapE","succinyl-diaminopimelate desuccinylase","3.5.1.18","ko:K01439","-","M20_dimer,Peptidase_M20,Peptidase_M28",NA,NA,NA,NA,NA
"HEBPGAIP_00538","Alcohol dehydrogenase 1","91061|Bacilli","adhP","alcohol dehydrogenase","1.1.1.1","ko:K00001,ko:K13953","-","ADH_N,ADH_zinc_N",NA,NA,NA,NA,NA
"HEBPGAIP_00539","hypothetical protein","91061|Bacilli","-","AsnC family","-","ko:K03719","-","AsnC_trans_reg,HTH_24,HTH_AsnC-type",NA,NA,NA,NA,NA
"HEBPGAIP_00540","Vitamin B12 import ATP-binding protein BtuD","91061|Bacilli","proV","ABC transporter, ATP-binding protein","-","ko:K05847","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_00541","hypothetical protein","91061|Bacilli","-","Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)","-","ko:K05845,ko:K05846","-","BPD_transp_1,OpuAC",NA,NA,NA,NA,NA
"HEBPGAIP_00542","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00543","hypothetical protein","91061|Bacilli","metE","methionine synthase, vitamin-B12 independent","2.1.1.14","ko:K00549","-","Meth_synt_2",NA,NA,NA,NA,NA
"HEBPGAIP_00544","hypothetical protein","91061|Bacilli","-","NADPH-dependent FMN reductase","-","-","-","FMN_red",NA,NA,NA,NA,NA
"HEBPGAIP_00545","hypothetical protein","91061|Bacilli","-","MarR family","-","-","-","MarR,MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_00546","putative cation-transporting ATPase F","91061|Bacilli","pacL1","P-type ATPase","3.6.3.8","ko:K01537","-","Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase",NA,NA,NA,NA,NA
"HEBPGAIP_00547","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00548","Dipeptidase A","91061|Bacilli","pepD1","Dipeptidase","-","ko:K08659","-","Peptidase_C69",NA,NA,NA,NA,NA
"HEBPGAIP_00549","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00550","Maltose O-acetyltransferase","91061|Bacilli","maa","Maltose O-acetyltransferase","2.3.1.79","ko:K00661","-","CM_2,Hexapep,Hexapep_2,Mac",NA,NA,NA,NA,NA
"HEBPGAIP_00551","hypothetical protein","91061|Bacilli","-","Elongation factor G-binding protein, N-terminal","-","-","-","EF-G-binding_N,FBP_C",NA,NA,NA,NA,NA
"HEBPGAIP_00552","putative inner membrane transporter YicL","91061|Bacilli","-","EamA-like transporter family","-","-","-","EamA",NA,NA,NA,NA,NA
"HEBPGAIP_00553","Copper-exporting P-type ATPase B","91061|Bacilli","copB","P-type ATPase","3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.54","ko:K01533,ko:K01534,ko:K17686","-","E1-E2_ATPase,Hydrolase",NA,NA,NA,NA,NA
"HEBPGAIP_00554","Transcriptional repressor CopY","91061|Bacilli","atkY","Copper transport repressor CopY TcrY","-","ko:K02171","-","Penicillinase_R",NA,NA,NA,NA,NA
"HEBPGAIP_00555","hypothetical protein","91061|Bacilli","dacA2","Belongs to the peptidase S11 family","3.4.16.4","ko:K07258","-","Peptidase_S11",NA,NA,NA,NA,NA
"HEBPGAIP_00556","putative oxidoreductase YtbE","91061|Bacilli","morA","reductase","-","-","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_00557","putative copper-transporting ATPase PacS","91061|Bacilli","copA","P-type ATPase","3.6.3.3,3.6.3.4,3.6.3.5,3.6.3.54","ko:K01533,ko:K01534,ko:K17686","-","E1-E2_ATPase,Hydrolase",NA,NA,NA,NA,NA
"HEBPGAIP_00558","hypothetical protein","91061|Bacilli","-","Cupredoxin-like domain","-","-","-","Cupredoxin_1",NA,NA,NA,NA,NA
"HEBPGAIP_00559","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00560","Poly-beta-1","91061|Bacilli","icaB","Polysaccharide deacetylase","-","-","-","Polysacc_deac_1",NA,NA,NA,NA,NA
"HEBPGAIP_00561","Tyrosine recombinase XerC","91061|Bacilli","-","Phage integrase, N-terminal SAM-like domain","-","-","-","Phage_int_SAM_1,Phage_int_SAM_4",NA,NA,NA,NA,NA
"HEBPGAIP_00562","Adenosine deaminase","91061|Bacilli","add","Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism","3.5.4.2,3.5.4.4","ko:K01488,ko:K02029,ko:K21053","-","A_deaminase",NA,NA,NA,NA,NA
"HEBPGAIP_00563","O-acetyltransferase OatA","91061|Bacilli","oatA","Acyltransferase","-","-","-","Acyl_transf_3",NA,NA,NA,NA,NA
"HEBPGAIP_00564","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00565","Oleate hydratase","91061|Bacilli","l1n","Myosin-crossreactive antigen","4.2.1.53","ko:K10254","-","MCRA",NA,NA,NA,NA,NA
"HEBPGAIP_00566","Signal peptidase IB","91061|Bacilli","-","Belongs to the peptidase S26 family","3.4.21.89","ko:K03100","-","Peptidase_S24",NA,NA,NA,NA,NA
"HEBPGAIP_00567","Cytidine deaminase","91061|Bacilli","cdd","This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis","3.5.4.5","ko:K01489","-","dCMP_cyt_deam_1",NA,NA,NA,NA,NA
"HEBPGAIP_00568","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00569","hypothetical protein","91061|Bacilli","-","helix_turn_helix multiple antibiotic resistance protein","-","-","-","MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_00570","Isoprimeverose transporter","91061|Bacilli","xylP1","MFS/sugar transport protein","-","ko:K03292","-","MFS_2",NA,NA,NA,NA,NA
"HEBPGAIP_00571","Inner membrane protein YagU","91061|Bacilli","-","Protein of unknown function (DUF1440)","-","ko:K08996","-","DUF1440",NA,NA,NA,NA,NA
"HEBPGAIP_00572","UvrABC system protein A","91061|Bacilli","uvrA2","ABC transporter","-","-","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_00573","hypothetical protein","91061|Bacilli","yodA","Tautomerase enzyme","-","-","-","Tautomerase_2",NA,NA,NA,NA,NA
"HEBPGAIP_00574","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00575","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00576","Glycine betaine/carnitine/choline transport system permease protein OpuCD","91061|Bacilli","opuCD","Binding-protein-dependent transport system inner membrane component","-","ko:K05846","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_00577","Glycine betaine/carnitine/choline-binding protein OpuCC","91061|Bacilli","opuCC","Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)","-","ko:K05845","-","OpuAC",NA,NA,NA,NA,NA
"HEBPGAIP_00578","Carnitine transport permease protein OpuCB","91061|Bacilli","opuCB","ABC transporter permease","-","ko:K05846","-","BPD_transp_1",NA,NA,NA,NA,NA
"HEBPGAIP_00579","Carnitine transport ATP-binding protein OpuCA","91061|Bacilli","opuCA","ABC transporter, ATP-binding protein","-","ko:K05847","-","ABC_tran,CBS",NA,NA,NA,NA,NA
"HEBPGAIP_00580","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00581","Staphyloferrin B transporter","91061|Bacilli","-","Transporter, major facilitator family protein","-","ko:K08161","-","MFS_1,Sugar_tr",NA,NA,NA,NA,NA
"HEBPGAIP_00582","Dye-decolorizing peroxidase YfeX","91061|Bacilli","ywbN","Peroxidase","-","ko:K07223,ko:K16301","-","Dyp_perox,TAT_signal",NA,NA,NA,NA,NA
"HEBPGAIP_00583","Cystathionine beta-lyase PatB","91061|Bacilli","patB","Aminotransferase, class I","4.4.1.8","ko:K14155","-","Aminotran_1_2",NA,NA,NA,NA,NA
"HEBPGAIP_00584","hypothetical protein","91061|Bacilli","-","Protein of unknown function (DUF3737)","-","-","-","DUF3737",NA,NA,NA,NA,NA
"HEBPGAIP_00585","hypothetical protein","91061|Bacilli","-","4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family","-","-","-","PMT_2",NA,NA,NA,NA,NA
"HEBPGAIP_00586","putative glycosyltransferase YkoT","91061|Bacilli","ykoT","Glycosyl transferase family 2","-","-","-","Glycos_transf_2",NA,NA,NA,NA,NA
"HEBPGAIP_00587","hypothetical protein","91061|Bacilli","-","hydrolase, family 25","-","ko:K07273","-","Glyco_hydro_25",NA,NA,NA,NA,NA
"HEBPGAIP_00588","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00589","hypothetical protein","91061|Bacilli","XK27_05220","AI-2E family transporter","-","-","-","AI-2E_transport",NA,NA,NA,NA,NA
"HEBPGAIP_00590","hypothetical protein","91061|Bacilli","yclI","FtsX-like permease family","-","ko:K02004","-","FtsX,MacB_PCD",NA,NA,NA,NA,NA
"HEBPGAIP_00591","putative ABC transporter ATP-binding protein","91061|Bacilli","vex2","ABC transporter","-","ko:K02003","-","ABC_tran",NA,NA,NA,NA,NA
"HEBPGAIP_00592","Oligo-1","91061|Bacilli","malL","Alpha amylase, catalytic domain protein","3.2.1.20","ko:K01187","GH31","Alpha-amylase,DUF3459,Malt_amylase_C",NA,NA,NA,NA,NA
"HEBPGAIP_00593","hypothetical protein","91061|Bacilli","-","Winged helix-turn-helix DNA-binding","-","-","-","MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_00594","Nicotinamide riboside transporter PnuC","91061|Bacilli","pnuC","nicotinamide mononucleotide transporter","-","ko:K03811","-","NMN_transporter",NA,NA,NA,NA,NA
"HEBPGAIP_00595","hypothetical protein","91061|Bacilli","-","CorA-like Mg2+ transporter protein","-","-","-","CorA",NA,NA,NA,NA,NA
"HEBPGAIP_00596","Pyruvate oxidase","91061|Bacilli","pox2","Belongs to the TPP enzyme family","1.2.3.3","ko:K00158","-","TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N",NA,NA,NA,NA,NA
"HEBPGAIP_00597","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00598","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00599","Adaptive-response sensory-kinase SasA","91061|Bacilli","hpk2","Histidine kinase","-","-","-","HATPase_c,HisKA",NA,NA,NA,NA,NA
"HEBPGAIP_00600","Response regulator MprA","91061|Bacilli","rrp2","Transcriptional regulatory protein, C terminal","-","-","-","Response_reg,Trans_reg_C",NA,NA,NA,NA,NA
"HEBPGAIP_00601","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00602","putative sugar epimerase YhfK","91061|Bacilli","-","NAD(P)H-binding","-","-","-","NAD_binding_10",NA,NA,NA,NA,NA
"HEBPGAIP_00603","NADH dehydrogenase-like protein","91061|Bacilli","yumB","NADH dehydrogenase","1.6.99.3","ko:K03885","-","Pyr_redox_2",NA,NA,NA,NA,NA
"HEBPGAIP_00604","Methylated-DNA--protein-cysteine methyltransferase","91061|Bacilli","ogt","Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated","2.1.1.63","ko:K00567","-","DNA_binding_1,Methyltransf_1N",NA,NA,NA,NA,NA
"HEBPGAIP_00605","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_00606","Succinate-semialdehyde dehydrogenase [NADP(+)] 1","91061|Bacilli","gabD","Belongs to the aldehyde dehydrogenase family","1.2.1.16,1.2.1.20,1.2.1.79","ko:K00135","-","Aldedh",NA,NA,NA,NA,NA
"HEBPGAIP_00607","HTH-type transcriptional regulator XynR","91061|Bacilli","-","Bacterial transcriptional regulator","-","-","-","HTH_IclR,IclR",NA,NA,NA,NA,NA
"HEBPGAIP_00608","hypothetical protein","91061|Bacilli","-","Xylose isomerase-like TIM barrel","-","-","-","AP_endonuc_2",NA,NA,NA,NA,NA
"HEBPGAIP_00609","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00610","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1","91061|Bacilli","kduI","Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate","5.3.1.17","ko:K01815","-","KduI",NA,NA,NA,NA,NA
"HEBPGAIP_00611","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase","91061|Bacilli","kduD","Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)","1.1.1.127","ko:K00065","-","adh_short,adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_00612","2-keto-3-deoxygluconate permease","91061|Bacilli","kdgT","2-keto-3-deoxygluconate permease","-","ko:K02526","-","KdgT",NA,NA,NA,NA,NA
"HEBPGAIP_00613","2-dehydro-3-deoxygluconokinase","91061|Bacilli","kdgK","pfkB family carbohydrate kinase","2.7.1.45","ko:K00874","-","PfkB",NA,NA,NA,NA,NA
"HEBPGAIP_00614","KHG/KDPG aldolase","91061|Bacilli","eda","KDPG and KHG aldolase","4.1.2.14,4.1.3.42","ko:K01625","-","Aldolase",NA,NA,NA,NA,NA
"HEBPGAIP_00615","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00616","Cyclopentanol dehydrogenase","91061|Bacilli","-","reductase","1.1.1.53","ko:K00038","-","adh_short_C2",NA,NA,NA,NA,NA
"HEBPGAIP_00617","Divalent metal cation transporter MntH","91061|Bacilli","mntH","H( )-stimulated, divalent metal cation uptake system","-","ko:K03322","-","Nramp",NA,NA,NA,NA,NA
"HEBPGAIP_00618","Protein DegV","91061|Bacilli","degV","Uncharacterised protein, DegV family COG1307","-","-","-","DegV",NA,NA,NA,NA,NA
"HEBPGAIP_00619","NADH oxidase","91061|Bacilli","nox","NADH oxidase","-","-","-","Pyr_redox_2,Pyr_redox_dim",NA,NA,NA,NA,NA
"HEBPGAIP_00620","Thioredoxin","91061|Bacilli","trxA","Belongs to the thioredoxin family","-","ko:K03671","-","Thioredoxin",NA,NA,NA,NA,NA
"HEBPGAIP_00621","hypothetical protein","91061|Bacilli","yrkD","Metal-sensitive transcriptional repressor","-","-","-","Trns_repr_metal",NA,NA,NA,NA,NA
"HEBPGAIP_00622","Putative fluoride ion transporter CrcB","91061|Bacilli","crcB1","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","-","ko:K06199","-","CRCB",NA,NA,NA,NA,NA
"HEBPGAIP_00623","Putative fluoride ion transporter CrcB","91061|Bacilli","crcB","Important for reducing fluoride concentration in the cell, thus reducing its toxicity","-","ko:K06199","-","CRCB",NA,NA,NA,NA,NA
